-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  53.1832   Longitude -130.831 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1.65 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WS50M
2024,10,7,20,7.99,9.24
2024,10,7,21,8.33,9.77
2024,10,7,22,8.08,9.47
2024,10,7,23,7.53,8.89
2024,10,8,0,7.51,8.92
2024,10,8,1,7.09,8.22
2024,10,8,2,6.48,7.51
2024,10,8,3,6.75,7.85
2024,10,8,4,7.12,8.31
2024,10,8,5,7.02,8.21
2024,10,8,6,7.1,8.35
2024,10,8,7,7.35,8.7
2024,10,8,8,7.58,9.03
2024,10,8,9,7.74,9.3
2024,10,8,10,7.74,9.31
2024,10,8,11,7.62,9.21
2024,10,8,12,7.65,9.21
2024,10,8,13,7.75,9.3
2024,10,8,14,7.76,9.28
2024,10,8,15,7.77,9.27
2024,10,8,16,7.81,9.31
2024,10,8,17,7.81,9.27
2024,10,8,18,7.69,9.03
2024,10,8,19,7.3,8.5
2024,10,8,20,6.77,7.81
2024,10,8,21,6.13,6.96
2024,10,8,22,5.56,6.24
2024,10,8,23,5.26,5.82
2024,10,9,0,4.98,5.47
2024,10,9,1,4.98,5.46
2024,10,9,2,5.06,5.61
2024,10,9,3,5.35,5.98
2024,10,9,4,5.74,6.45
2024,10,9,5,5.83,6.55
2024,10,9,6,5.86,6.56
2024,10,9,7,5.79,6.46
2024,10,9,8,5.73,6.36
2024,10,9,9,5.62,6.24
2024,10,9,10,5.46,6.05
2024,10,9,11,5.19,5.74
2024,10,9,12,4.92,5.43
2024,10,9,13,4.65,5.17
2024,10,9,14,4.53,5.08
2024,10,9,15,4.5,5.09
2024,10,9,16,4.53,5.17
2024,10,9,17,4.58,5.24
2024,10,9,18,4.75,5.39
2024,10,9,19,4.93,5.52
2024,10,9,20,4.96,5.5
2024,10,9,21,4.96,5.47
2024,10,9,22,5.06,5.57
2024,10,9,23,5.17,5.7
2024,10,10,0,5.26,5.8
2024,10,10,1,5.43,6.03
2024,10,10,2,5.65,6.34
2024,10,10,3,5.74,6.49
2024,10,10,4,5.75,6.57
2024,10,10,5,5.83,6.73
2024,10,10,6,6.14,7.2
2024,10,10,7,6.52,7.61
2024,10,10,8,6.71,7.75
2024,10,10,9,6.84,7.86
2024,10,10,10,6.91,7.91
2024,10,10,11,6.96,7.94
2024,10,10,12,6.96,7.9
2024,10,10,13,6.9,7.82
2024,10,10,14,6.86,7.78
2024,10,10,15,6.79,7.68
2024,10,10,16,6.73,7.66
2024,10,10,17,6.61,7.56
2024,10,10,18,6.16,7.08
2024,10,10,19,5.5,6.36
2024,10,10,20,4.73,5.48
2024,10,10,21,4.12,4.77
2024,10,10,22,4.04,4.66
2024,10,10,23,4.73,5.41
2024,10,11,0,5.04,5.72
2024,10,11,1,4.92,5.53
2024,10,11,2,4.53,5.06
2024,10,11,3,4.17,4.6
2024,10,11,4,3.95,4.32
2024,10,11,5,4.28,4.64
2024,10,11,6,4.67,5.03
2024,10,11,7,5.0,5.4
2024,10,11,8,5.03,5.42
2024,10,11,9,4.83,5.2
2024,10,11,10,5.05,5.52
2024,10,11,11,5.56,6.26
2024,10,11,12,5.96,7.03
2024,10,11,13,6.3,7.65
2024,10,11,14,6.61,8.1
2024,10,11,15,6.91,8.55
2024,10,11,16,7.58,9.4
2024,10,11,17,8.19,10.22
2024,10,11,18,8.48,10.68
2024,10,11,19,8.72,11.02
2024,10,11,20,9.09,11.42
2024,10,11,21,10.18,12.85
2024,10,11,22,11.94,15.18
2024,10,11,23,12.87,15.87
2024,10,12,0,12.65,15.62
2024,10,12,1,13.0,16.0
2024,10,12,2,13.1,16.04
2024,10,12,3,13.17,16.08
2024,10,12,4,13.05,15.86
2024,10,12,5,13.47,16.53
2024,10,12,6,13.93,16.87
2024,10,12,7,14.35,17.38
2024,10,12,8,14.64,17.62
2024,10,12,9,15.02,18.24
2024,10,12,10,14.74,17.7
2024,10,12,11,14.72,17.69
2024,10,12,12,14.63,17.63
2024,10,12,13,14.64,17.59
2024,10,12,14,14.45,17.36
2024,10,12,15,14.59,17.63
2024,10,12,16,14.34,17.44
2024,10,12,17,14.41,17.78
2024,10,12,18,13.61,16.78
2024,10,12,19,12.58,15.57
2024,10,12,20,11.07,13.89
2024,10,12,21,10.1,12.81
2024,10,12,22,8.5,10.85
2024,10,12,23,6.44,8.38
2024,10,13,0,4.61,6.24
2024,10,13,1,3.65,5.08
2024,10,13,2,2.92,4.1
2024,10,13,3,2.19,3.01
2024,10,13,4,1.74,2.28
2024,10,13,5,1.51,1.93
2024,10,13,6,1.58,1.89
2024,10,13,7,2.6,3.2
2024,10,13,8,3.47,4.44
2024,10,13,9,3.83,5.07
2024,10,13,10,4.08,5.63
2024,10,13,11,4.26,6.01
2024,10,13,12,4.33,6.17
2024,10,13,13,4.84,6.67
2024,10,13,14,5.61,7.37
2024,10,13,15,6.65,8.41
2024,10,13,16,7.63,9.52
2024,10,13,17,8.32,10.5
2024,10,13,18,8.8,11.12
2024,10,13,19,8.97,11.31
2024,10,13,20,8.05,10.31
2024,10,13,21,6.77,8.83
2024,10,13,22,5.89,7.68
2024,10,13,23,5.5,7.01
2024,10,14,0,5.01,6.22
2024,10,14,1,4.45,5.46
2024,10,14,2,4.32,5.31
2024,10,14,3,4.51,5.64
2024,10,14,4,5.04,6.32
2024,10,14,5,5.8,7.19
2024,10,14,6,6.46,7.92
2024,10,14,7,6.74,8.16
2024,10,14,8,7.07,8.51
2024,10,14,9,7.53,9.04
2024,10,14,10,8.0,9.63
2024,10,14,11,8.37,10.11
2024,10,14,12,8.61,10.41
2024,10,14,13,8.62,10.39
2024,10,14,14,8.57,10.3
2024,10,14,15,8.38,10.11
2024,10,14,16,8.07,9.75
2024,10,14,17,7.52,9.1
2024,10,14,18,7.05,8.55
2024,10,14,19,6.62,8.02
2024,10,14,20,6.11,7.41
2024,10,14,21,5.64,6.85
2024,10,14,22,5.37,6.6
2024,10,14,23,5.48,6.73
2024,10,15,0,6.02,7.34
2024,10,15,1,6.78,8.22
2024,10,15,2,7.36,8.85
2024,10,15,3,7.89,9.52
2024,10,15,4,8.62,10.52
2024,10,15,5,9.31,11.26
2024,10,15,6,9.39,11.27
2024,10,15,7,9.93,11.97
2024,10,15,8,11.07,13.15
2024,10,15,9,11.11,13.21
2024,10,15,10,11.64,13.8
2024,10,15,11,12.2,14.48
2024,10,15,12,12.71,15.04
2024,10,15,13,12.52,14.65
2024,10,15,14,11.68,13.58
2024,10,15,15,10.64,12.65
2024,10,15,16,9.92,11.93
2024,10,15,17,8.91,10.38
2024,10,15,18,9.88,11.44
2024,10,15,19,10.39,11.88
2024,10,15,20,9.52,10.63
2024,10,15,21,8.48,9.39
2024,10,15,22,7.94,8.74
2024,10,15,23,7.72,8.45
2024,10,16,0,7.45,8.16
2024,10,16,1,7.05,7.74
2024,10,16,2,6.55,7.2
2024,10,16,3,6.01,6.6
2024,10,16,4,5.49,6.04
2024,10,16,5,5.09,5.58
2024,10,16,6,4.9,5.38
2024,10,16,7,4.89,5.36
2024,10,16,8,4.97,5.44
2024,10,16,9,5.06,5.54
2024,10,16,10,5.11,5.59
2024,10,16,11,5.16,5.63
2024,10,16,12,5.31,5.79
2024,10,16,13,5.53,6.05
2024,10,16,14,5.68,6.22
2024,10,16,15,5.8,6.37
2024,10,16,16,5.81,6.39
2024,10,16,17,5.95,6.52
2024,10,16,18,6.37,6.96
2024,10,16,19,6.93,7.62
2024,10,16,20,7.43,8.22
2024,10,16,21,7.75,8.6
2024,10,16,22,7.92,8.82
2024,10,16,23,8.06,9.02
2024,10,17,0,8.07,9.04
2024,10,17,1,8.0,8.93
2024,10,17,2,7.87,8.78
2024,10,17,3,7.62,8.47
2024,10,17,4,7.26,8.08
2024,10,17,5,7.04,7.8
2024,10,17,6,6.93,7.68
2024,10,17,7,6.49,7.17
2024,10,17,8,5.7,6.23
2024,10,17,9,5.33,5.79
2024,10,17,10,5.35,5.81
2024,10,17,11,5.05,5.48
2024,10,17,12,4.66,5.06
2024,10,17,13,4.71,5.13
2024,10,17,14,4.95,5.43
2024,10,17,15,5.27,5.81
2024,10,17,16,5.48,6.05
2024,10,17,17,5.68,6.29
2024,10,17,18,5.87,6.56
2024,10,17,19,6.2,6.99
2024,10,17,20,6.73,7.58
2024,10,17,21,7.63,8.57
2024,10,17,22,8.86,9.96
2024,10,17,23,10.01,11.25
2024,10,18,0,11.12,12.53
2024,10,18,1,12.3,13.97
2024,10,18,2,13.68,15.67
2024,10,18,3,15.37,17.73
2024,10,18,4,16.85,19.54
2024,10,18,5,17.97,20.92
2024,10,18,6,18.09,20.93
2024,10,18,7,17.13,19.68
2024,10,18,8,14.48,16.8
2024,10,18,9,11.82,14.17
2024,10,18,10,10.53,13.09
2024,10,18,11,9.99,12.57
2024,10,18,12,9.16,11.63
2024,10,18,13,8.17,10.49
2024,10,18,14,7.08,9.41
2024,10,18,15,6.21,8.46
2024,10,18,16,5.64,7.63
2024,10,18,17,5.15,6.7
2024,10,18,18,4.63,5.71
2024,10,18,19,4.38,5.23
2024,10,18,20,4.41,5.12
2024,10,18,21,4.59,5.22
2024,10,18,22,4.91,5.56
2024,10,18,23,5.41,6.1
2024,10,19,0,5.6,6.3
2024,10,19,1,5.57,6.27
2024,10,19,2,5.67,6.41
2024,10,19,3,6.07,6.95
2024,10,19,4,6.67,7.65
2024,10,19,5,7.74,8.95
2024,10,19,6,8.44,10.02
2024,10,19,7,9.31,11.39
2024,10,19,8,9.92,12.05
2024,10,19,9,9.67,11.7
2024,10,19,10,8.58,10.42
2024,10,19,11,7.16,8.76
2024,10,19,12,6.38,7.57
2024,10,19,13,6.64,7.57
2024,10,19,14,7.35,8.2
2024,10,19,15,7.7,8.58
2024,10,19,16,7.49,8.32
2024,10,19,17,7.09,7.83
2024,10,19,18,6.73,7.37
2024,10,19,19,6.35,6.95
2024,10,19,20,5.72,6.2
2024,10,19,21,4.99,5.36
2024,10,19,22,4.31,4.61
2024,10,19,23,3.73,3.97
2024,10,20,0,3.3,3.5
2024,10,20,1,2.85,3.01
2024,10,20,2,2.48,2.61
2024,10,20,3,2.12,2.22
2024,10,20,4,1.83,1.9
2024,10,20,5,1.69,1.75
2024,10,20,6,1.78,1.84
2024,10,20,7,2.04,2.11
2024,10,20,8,2.31,2.37
2024,10,20,9,2.66,2.73
2024,10,20,10,3.03,3.14
2024,10,20,11,3.35,3.47
2024,10,20,12,3.83,3.99
2024,10,20,13,4.53,4.76
2024,10,20,14,5.29,5.61
2024,10,20,15,6.04,6.46
2024,10,20,16,6.6,7.13
2024,10,20,17,6.94,7.5
2024,10,20,18,6.92,7.46
2024,10,20,19,6.72,7.24
2024,10,20,20,6.62,7.12
2024,10,20,21,6.65,7.15
2024,10,20,22,6.78,7.29
2024,10,20,23,6.91,7.44
2024,10,21,0,7.03,7.57
2024,10,21,1,7.05,7.6
2024,10,21,2,6.96,7.49
2024,10,21,3,6.94,7.48
2024,10,21,4,6.93,7.46
2024,10,21,5,6.76,7.26
2024,10,21,6,6.55,7.03
2024,10,21,7,6.31,6.77
2024,10,21,8,5.87,6.24
2024,10,21,9,5.35,5.65
2024,10,21,10,5.11,5.38
2024,10,21,11,4.96,5.22
2024,10,21,12,4.94,5.21
2024,10,21,13,5.2,5.49
2024,10,21,14,5.72,6.08
2024,10,21,15,6.14,6.59
2024,10,21,16,6.51,7.0
2024,10,21,17,6.58,7.07
2024,10,21,18,6.46,6.92
2024,10,21,19,6.07,6.47
2024,10,21,20,5.43,5.73
2024,10,21,21,4.71,4.94
2024,10,21,22,4.22,4.38
2024,10,21,23,4.15,4.32
2024,10,22,0,4.23,4.42
2024,10,22,1,4.54,4.77
2024,10,22,2,4.79,5.05
2024,10,22,3,4.71,4.95
2024,10,22,4,4.42,4.64
2024,10,22,5,4.01,4.18
2024,10,22,6,3.39,3.5
2024,10,22,7,2.46,2.51
2024,10,22,8,1.63,1.65
2024,10,22,9,1.76,1.82
2024,10,22,10,2.47,2.59
2024,10,22,11,3.13,3.29
2024,10,22,12,3.36,3.54
2024,10,22,13,3.03,3.21
2024,10,22,14,2.57,2.73
2024,10,22,15,2.58,2.73
2024,10,22,16,2.9,3.08
2024,10,22,17,3.1,3.3
2024,10,22,18,3.21,3.43
2024,10,22,19,3.4,3.61
2024,10,22,20,3.65,3.87
2024,10,22,21,3.96,4.22
2024,10,22,22,4.25,4.53
2024,10,22,23,4.43,4.75
2024,10,23,0,4.63,4.98
2024,10,23,1,4.97,5.37
2024,10,23,2,5.45,5.93
2024,10,23,3,5.96,6.5
2024,10,23,4,6.41,7.02
2024,10,23,5,6.88,7.57
2024,10,23,6,7.39,8.18
2024,10,23,7,7.9,8.79
2024,10,23,8,8.41,9.39
2024,10,23,9,8.68,9.71
2024,10,23,10,8.5,9.53
2024,10,23,11,8.02,8.98
2024,10,23,12,7.47,8.36
2024,10,23,13,7.28,8.14
2024,10,23,14,7.53,8.4
2024,10,23,15,7.68,8.56
2024,10,23,16,7.37,8.21
2024,10,23,17,6.88,7.62
2024,10,23,18,6.61,7.29
2024,10,23,19,6.59,7.28
2024,10,23,20,6.6,7.3
2024,10,23,21,6.61,7.31
2024,10,23,22,6.62,7.32
2024,10,23,23,6.59,7.29
2024,10,24,0,6.54,7.23
2024,10,24,1,6.34,7.0
2024,10,24,2,6.01,6.62
2024,10,24,3,5.67,6.23
2024,10,24,4,5.4,5.9
2024,10,24,5,5.09,5.54
2024,10,24,6,4.74,5.15
2024,10,24,7,4.4,4.77
2024,10,24,8,4.15,4.48
2024,10,24,9,3.93,4.24
2024,10,24,10,3.74,4.02
2024,10,24,11,3.44,3.7
2024,10,24,12,3.15,3.39
2024,10,24,13,3.07,3.29
2024,10,24,14,3.26,3.49
2024,10,24,15,3.41,3.65
2024,10,24,16,3.27,3.48
2024,10,24,17,3.35,3.56
2024,10,24,18,3.96,4.21
2024,10,24,19,4.44,4.76
2024,10,24,20,4.87,5.22
2024,10,24,21,5.22,5.6
2024,10,24,22,5.57,6.0
2024,10,24,23,5.94,6.4
2024,10,25,0,6.3,6.84
2024,10,25,1,6.81,7.46
2024,10,25,2,7.41,8.15
2024,10,25,3,7.96,8.82
2024,10,25,4,8.38,9.38
2024,10,25,5,8.71,9.76
2024,10,25,6,8.83,9.83
2024,10,25,7,8.92,9.89
2024,10,25,8,8.96,9.93
2024,10,25,9,9.17,10.19
2024,10,25,10,9.6,10.75
2024,10,25,11,10.26,11.72
2024,10,25,12,10.98,12.66
2024,10,25,13,11.72,13.7
2024,10,25,14,13.13,15.62
2024,10,25,15,14.6,17.2
2024,10,25,16,14.43,16.83
2024,10,25,17,13.96,16.41
2024,10,25,18,14.33,17.03
2024,10,25,19,15.3,18.12
2024,10,25,20,16.61,19.71
2024,10,25,21,17.11,20.19
2024,10,25,22,17.07,20.13
2024,10,25,23,17.53,20.87
2024,10,26,0,16.22,19.12
2024,10,26,1,13.15,15.63
2024,10,26,2,11.26,13.41
2024,10,26,3,10.53,12.5
2024,10,26,4,10.71,12.66
2024,10,26,5,11.14,13.19
2024,10,26,6,11.82,14.01
2024,10,26,7,12.61,14.92
2024,10,26,8,13.21,15.58
2024,10,26,9,13.79,16.34
2024,10,26,10,14.46,17.19
2024,10,26,11,14.89,17.68
2024,10,26,12,14.9,17.68
2024,10,26,13,15.07,17.91
2024,10,26,14,15.56,18.4
2024,10,26,15,15.82,18.6
2024,10,26,16,15.81,18.48
2024,10,26,17,15.64,18.09
2024,10,26,18,15.41,17.77
2024,10,26,19,15.15,17.46
2024,10,26,20,14.71,17.14
2024,10,26,21,14.94,17.69
2024,10,26,22,15.39,18.18
2024,10,26,23,15.18,17.84
2024,10,27,0,14.21,16.62
2024,10,27,1,13.04,15.27
2024,10,27,2,11.98,14.15
2024,10,27,3,11.0,13.0
2024,10,27,4,10.65,12.66
2024,10,27,5,10.57,12.47
2024,10,27,6,10.38,12.2
2024,10,27,7,10.2,11.9
2024,10,27,8,9.77,11.35
2024,10,27,9,9.05,10.45
2024,10,27,10,8.31,9.51
2024,10,27,11,7.55,8.52
2024,10,27,12,7.45,8.26
2024,10,27,13,8.13,8.94
2024,10,27,14,8.84,9.71
2024,10,27,15,8.84,9.74
2024,10,27,16,8.61,9.58
2024,10,27,17,8.47,9.49
2024,10,27,18,8.4,9.48
2024,10,27,19,8.75,9.92
2024,10,27,20,9.14,10.3
2024,10,27,21,9.23,10.4
2024,10,27,22,9.15,10.3
2024,10,27,23,8.94,10.05
2024,10,28,0,8.97,10.07
2024,10,28,1,9.19,10.38
2024,10,28,2,9.56,10.87
2024,10,28,3,9.73,11.1
2024,10,28,4,9.66,11.03
2024,10,28,5,9.53,10.89
2024,10,28,6,9.15,10.44
2024,10,28,7,8.57,9.75
2024,10,28,8,8.25,9.31
2024,10,28,9,8.23,9.28
2024,10,28,10,8.09,9.09
2024,10,28,11,7.53,8.39
2024,10,28,12,7.06,7.82
2024,10,28,13,6.84,7.56
2024,10,28,14,6.69,7.37
2024,10,28,15,6.35,7.0
2024,10,28,16,5.6,6.14
2024,10,28,17,4.64,5.03
2024,10,28,18,3.74,4.0
2024,10,28,19,2.82,2.99
2024,10,28,20,2.41,2.56
2024,10,28,21,2.22,2.39
2024,10,28,22,2.46,2.66
2024,10,28,23,3.02,3.27
2024,10,29,0,3.49,3.79
2024,10,29,1,4.15,4.53
2024,10,29,2,5.22,5.74
2024,10,29,3,6.21,6.88
2024,10,29,4,6.88,7.65
2024,10,29,5,7.96,8.89
2024,10,29,6,9.28,10.45
2024,10,29,7,10.66,12.12
2024,10,29,8,11.99,13.7
2024,10,29,9,13.05,14.99
2024,10,29,10,13.9,16.06
2024,10,29,11,14.74,17.13
2024,10,29,12,15.67,18.31
2024,10,29,13,16.72,19.58
2024,10,29,14,17.54,20.53
2024,10,29,15,18.5,21.7
2024,10,29,16,19.49,22.88
2024,10,29,17,20.3,23.94
2024,10,29,18,20.81,24.57
2024,10,29,19,21.04,24.82
2024,10,29,20,21.09,24.85
2024,10,29,21,21.12,24.95
2024,10,29,22,20.7,24.43
2024,10,29,23,19.64,23.14
2024,10,30,0,18.0,21.08
2024,10,30,1,15.63,18.32
2024,10,30,2,13.86,16.14
2024,10,30,3,12.74,14.77
2024,10,30,4,12.03,13.98
2024,10,30,5,11.55,13.37
2024,10,30,6,11.61,13.56
2024,10,30,7,11.61,13.48
2024,10,30,8,11.21,12.92
2024,10,30,9,10.62,12.15
2024,10,30,10,9.86,11.21
2024,10,30,11,9.08,10.27
2024,10,30,12,8.29,9.3
2024,10,30,13,7.47,8.29
2024,10,30,14,7.02,7.77
2024,10,30,15,6.82,7.55
2024,10,30,16,6.93,7.69
2024,10,30,17,7.2,8.0
2024,10,30,18,7.41,8.24
2024,10,30,19,7.36,8.19
2024,10,30,20,7.26,8.08
2024,10,30,21,7.25,8.1
2024,10,30,22,7.31,8.18
2024,10,30,23,7.42,8.32
2024,10,31,0,7.53,8.48
2024,10,31,1,7.56,8.51
2024,10,31,2,7.6,8.51
2024,10,31,3,7.53,8.42
2024,10,31,4,7.5,8.35
2024,10,31,5,7.5,8.3
2024,10,31,6,7.52,8.33
2024,10,31,7,7.49,8.3
2024,10,31,8,7.42,8.2
2024,10,31,9,7.2,7.93
2024,10,31,10,6.82,7.52
2024,10,31,11,6.35,7.02
2024,10,31,12,5.84,6.45
2024,10,31,13,5.33,5.92
2024,10,31,14,5.03,5.6
2024,10,31,15,4.96,5.52
2024,10,31,16,5.06,5.63
2024,10,31,17,5.21,5.79
2024,10,31,18,5.18,5.73
2024,10,31,19,5.0,5.5
2024,10,31,20,4.81,5.26
2024,10,31,21,4.7,5.11
2024,10,31,22,4.71,5.09
2024,10,31,23,4.83,5.19
2024,11,1,0,5.07,5.43
2024,11,1,1,5.17,5.54
2024,11,1,2,5.06,5.39
2024,11,1,3,4.85,5.15
2024,11,1,4,4.74,5.03
2024,11,1,5,4.84,5.13
2024,11,1,6,5.09,5.41
2024,11,1,7,5.32,5.69
2024,11,1,8,5.39,5.73
2024,11,1,9,5.45,5.77
2024,11,1,10,5.74,6.11
2024,11,1,11,6.26,6.74
2024,11,1,12,6.73,7.32
2024,11,1,13,6.97,7.65
2024,11,1,14,7.23,8.03
2024,11,1,15,7.26,8.12
2024,11,1,16,6.75,7.52
2024,11,1,17,5.83,6.44
2024,11,1,18,4.5,4.89
2024,11,1,19,3.39,3.6
2024,11,1,20,2.06,2.14
2024,11,1,21,0.98,1.02
2024,11,1,22,1.94,2.08
2024,11,1,23,2.47,2.66
2024,11,2,0,3.38,3.65
2024,11,2,1,4.23,4.59
2024,11,2,2,5.2,5.67
2024,11,2,3,6.19,6.81
2024,11,2,4,6.94,7.64
2024,11,2,5,7.59,8.33
2024,11,2,6,8.09,8.85
2024,11,2,7,8.28,9.1
2024,11,2,8,8.48,9.31
2024,11,2,9,8.57,9.42
2024,11,2,10,8.59,9.45
2024,11,2,11,8.27,9.13
2024,11,2,12,7.8,8.64
2024,11,2,13,7.31,8.12
2024,11,2,14,7.41,8.32
2024,11,2,15,7.65,8.62
2024,11,2,16,8.14,9.23
2024,11,2,17,8.71,9.95
2024,11,2,18,9.25,10.62
2024,11,2,19,9.57,11.04
2024,11,2,20,9.68,11.21
2024,11,2,21,9.55,11.11
2024,11,2,22,9.16,10.66
2024,11,2,23,8.82,10.22
2024,11,3,0,8.59,9.93
2024,11,3,1,8.33,9.61
2024,11,3,2,8.06,9.27
2024,11,3,3,7.74,8.87
2024,11,3,4,7.48,8.52
2024,11,3,5,7.22,8.2
2024,11,3,6,6.85,7.73
2024,11,3,7,6.3,7.07
2024,11,3,8,5.77,6.47
2024,11,3,9,5.25,5.85
2024,11,3,10,4.86,5.39
2024,11,3,11,4.89,5.39
2024,11,3,12,5.13,5.65
2024,11,3,13,5.67,6.22
2024,11,3,14,6.43,7.09
2024,11,3,15,7.02,7.84
2024,11,3,16,7.72,8.8
2024,11,3,17,9.12,10.55
2024,11,3,18,11.09,12.81
2024,11,3,19,12.66,14.58
2024,11,3,20,14.4,16.57
2024,11,3,21,15.29,17.61
2024,11,3,22,13.63,16.11
2024,11,3,23,11.68,14.18
2024,11,4,0,9.2,11.13
2024,11,4,1,8.72,10.09
2024,11,4,2,14.98,17.24
2024,11,4,3,19.21,22.15
2024,11,4,4,19.72,22.69
2024,11,4,5,18.11,21.02
2024,11,4,6,17.19,20.1
2024,11,4,7,16.67,19.52
2024,11,4,8,15.72,18.31
2024,11,4,9,14.57,16.88
2024,11,4,10,13.39,15.43
2024,11,4,11,12.2,13.96
2024,11,4,12,11.18,12.72
2024,11,4,13,10.58,12.01
2024,11,4,14,10.4,11.82
2024,11,4,15,9.69,11.02
2024,11,4,16,9.0,10.2
2024,11,4,17,8.59,9.7
2024,11,4,18,8.17,9.21
2024,11,4,19,7.41,8.27
2024,11,4,20,5.77,6.33
2024,11,4,21,4.49,4.83
2024,11,4,22,3.9,4.15
2024,11,4,23,2.93,3.12
2024,11,5,0,2.46,2.64
2024,11,5,1,2.5,2.68
2024,11,5,2,3.54,3.8
2024,11,5,3,5.08,5.51
2024,11,5,4,6.43,7.09
2024,11,5,5,7.91,8.79
2024,11,5,6,9.37,10.44
2024,11,5,7,10.64,11.84
2024,11,5,8,11.7,13.06
2024,11,5,9,12.95,14.55
2024,11,5,10,14.26,16.13
2024,11,5,11,15.2,17.29
2024,11,5,12,15.78,18.02
2024,11,5,13,16.32,18.71
2024,11,5,14,16.49,18.91
2024,11,5,15,16.54,18.98
2024,11,5,16,16.45,18.82
2024,11,5,17,15.92,18.17
2024,11,5,18,14.95,17.11
2024,11,5,19,13.76,15.86
2024,11,5,20,12.39,14.42
2024,11,5,21,11.49,13.5
2024,11,5,22,10.95,13.05
2024,11,5,23,10.63,12.73
2024,11,6,0,10.15,12.32
2024,11,6,1,9.99,12.08
2024,11,6,2,10.03,12.21
2024,11,6,3,10.63,12.99
2024,11,6,4,11.03,13.48
2024,11,6,5,11.89,14.01
2024,11,6,6,12.94,14.9
2024,11,6,7,14.06,16.25
2024,11,6,8,14.18,16.42
2024,11,6,9,13.86,16.16
2024,11,6,10,13.97,16.27
2024,11,6,11,13.42,15.76
2024,11,6,12,12.09,14.43
2024,11,6,13,10.3,12.7
2024,11,6,14,8.43,10.67
2024,11,6,15,7.07,9.3
2024,11,6,16,6.0,7.99
2024,11,6,17,5.71,7.57
2024,11,6,18,7.07,8.97
2024,11,6,19,8.87,10.73
2024,11,6,20,10.62,12.78
2024,11,6,21,12.75,15.49
2024,11,6,22,14.27,17.24
2024,11,6,23,15.61,18.64
2024,11,7,0,16.53,20.11
2024,11,7,1,16.74,20.25
2024,11,7,2,15.87,19.06
2024,11,7,3,15.01,18.0
2024,11,7,4,13.81,16.64
2024,11,7,5,12.62,15.29
2024,11,7,6,11.77,14.43
2024,11,7,7,11.08,13.61
2024,11,7,8,10.43,12.89
2024,11,7,9,9.84,12.11
2024,11,7,10,9.23,11.24
2024,11,7,11,8.69,10.44
2024,11,7,12,7.99,9.53
2024,11,7,13,7.48,8.93
2024,11,7,14,7.31,8.67
2024,11,7,15,7.6,8.93
2024,11,7,16,7.91,9.26
2024,11,7,17,7.81,9.15
2024,11,7,18,7.63,8.96
2024,11,7,19,7.38,8.64
2024,11,7,20,7.01,8.2
2024,11,7,21,6.72,7.79
2024,11,7,22,6.66,7.64
2024,11,7,23,6.71,7.64
2024,11,8,0,6.94,7.86
2024,11,8,1,7.05,7.98
2024,11,8,2,7.08,8.0
2024,11,8,3,7.08,8.0
2024,11,8,4,7.0,7.91
2024,11,8,5,6.81,7.67
2024,11,8,6,6.52,7.34
2024,11,8,7,6.12,6.85
2024,11,8,8,5.62,6.29
2024,11,8,9,5.19,5.82
2024,11,8,10,5.01,5.66
2024,11,8,11,5.01,5.73
2024,11,8,12,4.89,5.65
2024,11,8,13,4.52,5.27
2024,11,8,14,4.18,4.92
2024,11,8,15,4.25,5.03
2024,11,8,16,4.7,5.51
2024,11,8,17,5.08,5.94
2024,11,8,18,5.32,6.2
2024,11,8,19,5.75,6.62
2024,11,8,20,6.31,7.2
2024,11,8,21,6.73,7.67
2024,11,8,22,6.78,7.66
2024,11,8,23,6.3,7.03
2024,11,9,0,5.44,5.98
2024,11,9,1,4.62,4.99
2024,11,9,2,4.01,4.29
2024,11,9,3,3.68,3.93
2024,11,9,4,3.61,3.83
2024,11,9,5,3.35,3.54
2024,11,9,6,2.78,2.91
2024,11,9,7,1.88,1.95
2024,11,9,8,0.78,0.8
2024,11,9,9,0.34,0.4
2024,11,9,10,0.63,0.7
2024,11,9,11,0.89,0.96
2024,11,9,12,1.08,1.17
2024,11,9,13,1.0,1.08
2024,11,9,14,2.51,2.66
2024,11,9,15,3.77,4.05
2024,11,9,16,5.39,5.85
2024,11,9,17,6.59,7.25
2024,11,9,18,7.75,8.62
2024,11,9,19,8.64,9.69
2024,11,9,20,9.65,10.96
2024,11,9,21,10.99,12.56
2024,11,9,22,12.11,13.97
2024,11,9,23,12.86,14.97
2024,11,10,0,13.78,16.04
2024,11,10,1,15.03,17.45
2024,11,10,2,16.14,18.73
2024,11,10,3,16.77,19.49
2024,11,10,4,17.35,20.11
2024,11,10,5,17.97,20.84
2024,11,10,6,18.62,21.56
2024,11,10,7,19.18,22.33
2024,11,10,8,19.36,22.59
2024,11,10,9,19.02,22.24
2024,11,10,10,18.54,21.74
